ReturnDate,ReturnQuantity,Region,Country,Continent,ProductSKU,ProductName,ProductCost,ProductPrice
8/20/2016,1,Australia,Australia,Pacific,LJ-0192-M,"Long-Sleeve Logo Jersey, M",31.7244,48.0673
8/20/2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
8/20/2016,1,Australia,Australia,Pacific,TT-T092,Touring Tire Tube,1.8663,4.99
8/21/2016,1,Northwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/21/2016,1,Germany,Germany,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/22/2016,1,Southwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
8/23/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/23/2016,1,United Kingdom,United Kingdom,Europe,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
8/24/2016,1,Northwest,United States,North America,ST-1401,All-Purpose Bike Stand,59.466,159
8/24/2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
8/24/2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/24/2016,1,Southwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/24/2016,1,Southwest,United States,North America,ST-1401,All-Purpose Bike Stand,59.466,159
8/24/2016,1,Southwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
8/24/2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/24/2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/24/2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/24/2016,1,United Kingdom,United Kingdom,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/25/2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
8/25/2016,1,Southwest,United States,North America,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
8/25/2016,1,Southwest,United States,North America,BK-T18U-54,"Touring-3000 Blue, 54",461.4448,742.35
8/25/2016,1,France,France,Europe,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
8/25/2016,1,France,France,Europe,TT-R982,Road Tire Tube,1.4923,3.99
8/25/2016,1,Australia,Australia,Pacific,TI-R982,HL Road Tire,12.1924,32.6
8/26/2016,1,Northwest,United States,North America,SH-W890-L,"Women's Mountain Shorts, L",26.1763,69.99
8/26/2016,1,France,France,Europe,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
8/26/2016,1,Australia,Australia,Pacific,LJ-0192-S,"Long-Sleeve Logo Jersey, S",31.7244,48.0673
8/26/2016,1,Australia,Australia,Pacific,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
8/27/2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/27/2016,1,Germany,Germany,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/28/2016,1,Northwest,United States,North America,TI-R982,HL Road Tire,12.1924,32.6
8/28/2016,1,Southwest,United States,North America,BK-T79U-54,"Touring-1000 Blue, 54",1481.9379,2384.07
8/28/2016,1,Canada,Canada,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
8/28/2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/29/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/29/2016,1,Southwest,United States,North America,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
8/29/2016,1,France,France,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/29/2016,1,France,France,Europe,TT-R982,Road Tire Tube,1.4923,3.99
8/30/2016,1,Northwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/30/2016,2,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/30/2016,1,Southwest,United States,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
8/30/2016,1,Canada,Canada,North America,SO-R809-L,"Racing Socks, L",3.3623,8.99
8/30/2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
8/30/2016,1,France,France,Europe,TI-R628,ML Road Tire,9.3463,24.99
8/30/2016,1,Australia,Australia,Pacific,BC-R205,Road Bottle Cage,3.3623,8.99
8/30/2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
8/30/2016,1,United Kingdom,United Kingdom,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
8/31/2016,1,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/31/2016,1,Northwest,United States,North America,BK-T18Y-44,"Touring-3000 Yellow, 44",461.4448,742.35
8/31/2016,1,France,France,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
8/31/2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
09-01-2016,1,Northwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
09-01-2016,1,Canada,Canada,North America,TI-M267,LL Mountain Tire,9.3463,24.99
09-02-2016,1,France,France,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
09-02-2016,1,Australia,Australia,Pacific,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,1000.4375
09-03-2016,1,Northwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-03-2016,1,Northwest,United States,North America,TI-R092,LL Road Tire,8.0373,21.49
09-03-2016,1,Southwest,United States,North America,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
09-03-2016,1,Canada,Canada,North America,BK-T79U-50,"Touring-1000 Blue, 50",1481.9379,2384.07
09-03-2016,1,Australia,Australia,Pacific,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
09-03-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
09-03-2016,1,Australia,Australia,Pacific,TT-M928,Mountain Tire Tube,1.8663,4.99
09-03-2016,1,Australia,Australia,Pacific,BK-T79Y-46,"Touring-1000 Yellow, 46",1481.9379,2384.07
09-04-2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-04-2016,1,Canada,Canada,North America,TI-T723,Touring Tire,10.8423,28.99
09-04-2016,1,France,France,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
09-04-2016,1,United Kingdom,United Kingdom,Europe,CL-9009,Bike Wash - Dissolver,2.9733,7.95
09-05-2016,1,Northwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-05-2016,1,Southwest,United States,North America,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
09-05-2016,1,Southwest,United States,North America,TI-M823,HL Mountain Tire,13.09,35
09-05-2016,1,Canada,Canada,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
09-05-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-05-2016,1,Australia,Australia,Pacific,FE-6654,Fender Set - Mountain,8.2205,21.98
09-06-2016,1,Northwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
09-06-2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-06-2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
09-06-2016,1,Germany,Germany,Europe,BK-T79Y-50,"Touring-1000 Yellow, 50",1481.9379,2384.07
09-06-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
09-06-2016,1,United Kingdom,United Kingdom,Europe,CA-1098,AWC Logo Cap,5.7052,8.6442
09-07-2016,1,Southwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
09-07-2016,1,Australia,Australia,Pacific,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
09-08-2016,1,Canada,Canada,North America,SH-W890-M,"Women's Mountain Shorts, M",26.1763,69.99
09-08-2016,1,Australia,Australia,Pacific,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
09-08-2016,1,Australia,Australia,Pacific,TI-R092,LL Road Tire,8.0373,21.49
09-09-2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-09-2016,1,France,France,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
09-09-2016,1,France,France,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
09-09-2016,1,Germany,Germany,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
09-10-2016,1,Australia,Australia,Pacific,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,1000.4375
09-10-2016,1,Australia,Australia,Pacific,TT-M928,Mountain Tire Tube,1.8663,4.99
09-10-2016,1,United Kingdom,United Kingdom,Europe,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
09-10-2016,1,United Kingdom,United Kingdom,Europe,TT-R982,Road Tire Tube,1.4923,3.99
09-11-2016,1,Germany,Germany,Europe,TI-R092,LL Road Tire,8.0373,21.49
09-11-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
09-11-2016,1,United Kingdom,United Kingdom,Europe,BK-R64Y-48,"Road-550-W Yellow, 48",605.6492,1000.4375
09-12-2016,1,Southwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
09-12-2016,1,Canada,Canada,North America,TI-M602,ML Mountain Tire,11.2163,29.99
9/13/2016,1,Southwest,United States,North America,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
9/13/2016,1,Southwest,United States,North America,SH-W890-S,"Women's Mountain Shorts, S",26.1763,69.99
9/13/2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/13/2016,1,France,France,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/13/2016,1,Australia,Australia,Pacific,BC-M005,Mountain Bottle Cage,3.7363,9.99
9/13/2016,1,United Kingdom,United Kingdom,Europe,CA-1098,AWC Logo Cap,5.7052,8.6442
9/14/2016,1,United Kingdom,United Kingdom,Europe,TI-M823,HL Mountain Tire,13.09,35
9/14/2016,1,United Kingdom,United Kingdom,Europe,BK-T79U-60,"Touring-1000 Blue, 60",1481.9379,2384.07
9/15/2016,1,Northwest,United States,North America,BK-R64Y-44,"Road-550-W Yellow, 44",605.6492,1000.4375
9/15/2016,1,Canada,Canada,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
9/15/2016,1,Canada,Canada,North America,BC-R205,Road Bottle Cage,3.3623,8.99
9/15/2016,1,Canada,Canada,North America,TT-R982,Road Tire Tube,1.4923,3.99
9/15/2016,1,United Kingdom,United Kingdom,Europe,TT-R982,Road Tire Tube,1.4923,3.99
9/15/2016,1,United Kingdom,United Kingdom,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
9/16/2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
9/16/2016,1,Northwest,United States,North America,TI-M823,HL Mountain Tire,13.09,35
9/16/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/16/2016,2,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
9/16/2016,1,Canada,Canada,North America,TT-R982,Road Tire Tube,1.4923,3.99
9/17/2016,1,Southwest,United States,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
9/17/2016,1,Canada,Canada,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
9/17/2016,1,Germany,Germany,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
9/18/2016,1,Northwest,United States,North America,TI-R982,HL Road Tire,12.1924,32.6
9/18/2016,1,Germany,Germany,Europe,BK-R89B-44,"Road-250 Black, 44",1320.6838,2181.5625
9/18/2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
9/19/2016,1,Northwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
9/19/2016,1,Northwest,United States,North America,BK-R64Y-48,"Road-550-W Yellow, 48",605.6492,1000.4375
9/19/2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
9/19/2016,1,Canada,Canada,North America,TI-R092,LL Road Tire,8.0373,21.49
9/19/2016,1,United Kingdom,United Kingdom,Europe,BK-R79Y-42,"Road-350-W Yellow, 42",1082.51,1700.99
9/20/2016,1,Canada,Canada,North America,BK-R64Y-44,"Road-550-W Yellow, 44",605.6492,1000.4375
9/20/2016,1,Canada,Canada,North America,BC-R205,Road Bottle Cage,3.3623,8.99
9/20/2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/20/2016,1,United Kingdom,United Kingdom,Europe,TI-R092,LL Road Tire,8.0373,21.49
9/21/2016,1,Northwest,United States,North America,TI-R092,LL Road Tire,8.0373,21.49
9/21/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/21/2016,1,France,France,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
9/21/2016,1,France,France,Europe,TT-R982,Road Tire Tube,1.4923,3.99
9/22/2016,1,Southwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
9/23/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/23/2016,1,Canada,Canada,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
9/23/2016,1,Germany,Germany,Europe,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",41.5723,53.99
9/23/2016,1,United Kingdom,United Kingdom,Europe,TI-T723,Touring Tire,10.8423,28.99
9/23/2016,1,United Kingdom,United Kingdom,Europe,BK-T79Y-46,"Touring-1000 Yellow, 46",1481.9379,2384.07
9/24/2016,1,Northwest,United States,North America,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
9/24/2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
9/24/2016,1,Canada,Canada,North America,SH-W890-S,"Women's Mountain Shorts, S",26.1763,69.99
9/24/2016,1,United Kingdom,United Kingdom,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
9/25/2016,1,Northwest,United States,North America,TI-R628,ML Road Tire,9.3463,24.99
9/25/2016,1,France,France,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
9/26/2016,1,Northwest,United States,North America,RA-H123,Hitch Rack - 4-Bike,44.88,120
9/26/2016,1,Northwest,United States,North America,TI-R092,LL Road Tire,8.0373,21.49
9/26/2016,1,Northwest,United States,North America,BK-M18S-44,"Mountain-500 Silver, 44",308.2179,564.99
9/26/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/26/2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
9/26/2016,1,Canada,Canada,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
9/26/2016,1,Germany,Germany,Europe,TT-R982,Road Tire Tube,1.4923,3.99
9/26/2016,1,Germany,Germany,Europe,TI-M602,ML Mountain Tire,11.2163,29.99
9/26/2016,1,Germany,Germany,Europe,BK-R79Y-44,"Road-350-W Yellow, 44",1082.51,1700.99
9/26/2016,1,Australia,Australia,Pacific,SJ-0194-S,"Short-Sleeve Classic Jersey, S",41.5723,53.99
9/27/2016,1,Germany,Germany,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
9/27/2016,1,United Kingdom,United Kingdom,Europe,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
9/28/2016,1,Northwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
9/28/2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
9/28/2016,1,Germany,Germany,Europe,LJ-0192-M,"Long-Sleeve Logo Jersey, M",31.7244,48.0673
9/28/2016,1,Australia,Australia,Pacific,CA-1098,AWC Logo Cap,5.7052,8.6442
9/29/2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
9/29/2016,1,United Kingdom,United Kingdom,Europe,TI-R982,HL Road Tire,12.1924,32.6
9/30/2016,1,Northwest,United States,North America,VE-C304-S,"Classic Vest, S",23.749,63.5
9/30/2016,1,Southwest,United States,North America,BK-R19B-48,"Road-750 Black, 48",343.6496,539.99
9/30/2016,2,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
9/30/2016,1,Germany,Germany,Europe,TI-R092,LL Road Tire,8.0373,21.49
9/30/2016,1,Australia,Australia,Pacific,BK-R19B-48,"Road-750 Black, 48",343.6496,539.99
9/30/2016,1,United Kingdom,United Kingdom,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
10-01-2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
10-01-2016,1,Canada,Canada,North America,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
10-01-2016,1,United Kingdom,United Kingdom,Europe,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
10-01-2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10-01-2016,1,United Kingdom,United Kingdom,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
10-02-2016,1,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10-02-2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
10-02-2016,1,Southwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
10-02-2016,1,Southwest,United States,North America,TT-R982,Road Tire Tube,1.4923,3.99
10-02-2016,1,Australia,Australia,Pacific,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
10-02-2016,1,United Kingdom,United Kingdom,Europe,TT-R982,Road Tire Tube,1.4923,3.99
10-03-2016,1,Germany,Germany,Europe,BK-M68S-38,"Mountain-200 Silver, 38",1117.8559,2071.4196
10-04-2016,1,Southwest,United States,North America,BC-R205,Road Bottle Cage,3.3623,8.99
10-04-2016,1,Southwest,United States,North America,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
10-04-2016,1,Canada,Canada,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10-04-2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
10-05-2016,1,Northwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
10-05-2016,1,Canada,Canada,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10-05-2016,1,United Kingdom,United Kingdom,Europe,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
10-06-2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
10-06-2016,1,Australia,Australia,Pacific,CA-1098,AWC Logo Cap,5.7052,8.6442
10-06-2016,1,Australia,Australia,Pacific,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
10-06-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10-06-2016,1,Australia,Australia,Pacific,BC-M005,Mountain Bottle Cage,3.7363,9.99
10-06-2016,1,Australia,Australia,Pacific,SJ-0194-S,"Short-Sleeve Classic Jersey, S",41.5723,53.99
10-07-2016,1,Canada,Canada,North America,TI-R092,LL Road Tire,8.0373,21.49
10-07-2016,1,United Kingdom,United Kingdom,Europe,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",31.7244,48.0673
10-08-2016,1,Northwest,United States,North America,TI-M602,ML Mountain Tire,11.2163,29.99
10-08-2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10-08-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10-08-2016,1,Australia,Australia,Pacific,TI-R982,HL Road Tire,12.1924,32.6
10-09-2016,1,Northwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
10-09-2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
10-09-2016,1,Southwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
10-09-2016,1,France,France,Europe,LJ-0192-M,"Long-Sleeve Logo Jersey, M",31.7244,48.0673
10-09-2016,1,France,France,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
10-09-2016,1,Germany,Germany,Europe,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",31.7244,48.0673
10-09-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10-09-2016,1,United Kingdom,United Kingdom,Europe,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
10-09-2016,1,United Kingdom,United Kingdom,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10-09-2016,1,United Kingdom,United Kingdom,Europe,TT-R982,Road Tire Tube,1.4923,3.99
10-10-2016,1,Southwest,United States,North America,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
10-10-2016,1,Southwest,United States,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
10-10-2016,1,Southwest,United States,North America,TI-M823,HL Mountain Tire,13.09,35
10-10-2016,1,Australia,Australia,Pacific,BC-M005,Mountain Bottle Cage,3.7363,9.99
10-10-2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
10-10-2016,1,Australia,Australia,Pacific,TI-M267,LL Mountain Tire,9.3463,24.99
10-10-2016,1,United Kingdom,United Kingdom,Europe,BC-R205,Road Bottle Cage,3.3623,8.99
10-10-2016,1,United Kingdom,United Kingdom,Europe,TI-M267,LL Mountain Tire,9.3463,24.99
10-11-2016,1,Northwest,United States,North America,BK-R79Y-40,"Road-350-W Yellow, 40",1082.51,1700.99
10-11-2016,1,Southwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
10-11-2016,1,Canada,Canada,North America,BK-M18B-52,"Mountain-500 Black, 52",294.5797,539.99
10-11-2016,1,Australia,Australia,Pacific,TT-T092,Touring Tire Tube,1.8663,4.99
10-12-2016,1,Canada,Canada,North America,SH-W890-L,"Women's Mountain Shorts, L",26.1763,69.99
10-12-2016,1,Canada,Canada,North America,TI-M823,HL Mountain Tire,13.09,35
10-12-2016,1,Canada,Canada,North America,TI-R628,ML Road Tire,9.3463,24.99
10-12-2016,1,Australia,Australia,Pacific,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
10-12-2016,1,United Kingdom,United Kingdom,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
10-12-2016,1,United Kingdom,United Kingdom,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
10/13/2016,1,Australia,Australia,Pacific,CA-1098,AWC Logo Cap,5.7052,8.6442
10/13/2016,1,Australia,Australia,Pacific,BK-R64Y-40,"Road-550-W Yellow, 40",605.6492,1000.4375
10/13/2016,1,United Kingdom,United Kingdom,Europe,TI-R982,HL Road Tire,12.1924,32.6
10/14/2016,1,Northwest,United States,North America,BK-R79Y-42,"Road-350-W Yellow, 42",1082.51,1700.99
10/14/2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
10/14/2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10/15/2016,1,Northwest,United States,North America,BK-R19B-44,"Road-750 Black, 44",343.6496,539.99
10/15/2016,1,United Kingdom,United Kingdom,Europe,BK-M68S-38,"Mountain-200 Silver, 38",1117.8559,2071.4196
10/16/2016,1,Southwest,United States,North America,BC-R205,Road Bottle Cage,3.3623,8.99
10/16/2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
10/16/2016,1,Australia,Australia,Pacific,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
10/16/2016,1,United Kingdom,United Kingdom,Europe,BK-R64Y-38,"Road-550-W Yellow, 38",605.6492,1000.4375
10/17/2016,1,Canada,Canada,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10/17/2016,1,Germany,Germany,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
10/17/2016,1,Australia,Australia,Pacific,FE-6654,Fender Set - Mountain,8.2205,21.98
10/17/2016,1,Australia,Australia,Pacific,TI-R092,LL Road Tire,8.0373,21.49
10/18/2016,1,France,France,Europe,SO-R809-L,"Racing Socks, L",3.3623,8.99
10/19/2016,1,Southwest,United States,North America,BK-M38S-42,"Mountain-400-W Silver, 42",419.7784,769.49
10/19/2016,1,Australia,Australia,Pacific,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
10/19/2016,1,Australia,Australia,Pacific,BK-M68S-42,"Mountain-200 Silver, 42",1117.8559,2071.4196
10/20/2016,1,Northwest,United States,North America,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
