ReturnDate,ReturnQuantity,Region,Country,Continent,ProductSKU,ProductName,ProductCost,ProductPrice
10/20/2016,1,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10/20/2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
10/20/2016,1,Australia,Australia,Pacific,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
10/20/2016,1,United Kingdom,United Kingdom,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
10/21/2016,1,Northwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
10/21/2016,1,Southwest,United States,North America,SO-R809-L,"Racing Socks, L",3.3623,8.99
10/21/2016,1,Canada,Canada,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
10/21/2016,1,Australia,Australia,Pacific,TI-M823,HL Mountain Tire,13.09,35
10/21/2016,1,Australia,Australia,Pacific,TI-R628,ML Road Tire,9.3463,24.99
10/22/2016,1,Northwest,United States,North America,BK-R19B-48,"Road-750 Black, 48",343.6496,539.99
10/22/2016,1,Canada,Canada,North America,TT-T092,Touring Tire Tube,1.8663,4.99
10/22/2016,1,France,France,Europe,BK-R19B-48,"Road-750 Black, 48",343.6496,539.99
10/22/2016,1,Australia,Australia,Pacific,BC-R205,Road Bottle Cage,3.3623,8.99
10/22/2016,1,Australia,Australia,Pacific,TI-M823,HL Mountain Tire,13.09,35
10/23/2016,1,Northwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
10/23/2016,1,Southwest,United States,North America,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
10/23/2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
10/24/2016,1,Southwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
10/24/2016,1,France,France,Europe,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
10/24/2016,1,Germany,Germany,Europe,TI-T723,Touring Tire,10.8423,28.99
10/25/2016,1,Southwest,United States,North America,TI-R982,HL Road Tire,12.1924,32.6
10/25/2016,1,Southwest,United States,North America,BK-R19B-52,"Road-750 Black, 52",343.6496,539.99
10/25/2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10/25/2016,1,Australia,Australia,Pacific,SO-R809-M,"Racing Socks, M",3.3623,8.99
10/25/2016,1,United Kingdom,United Kingdom,Europe,FE-6654,Fender Set - Mountain,8.2205,21.98
10/26/2016,1,Northwest,United States,North America,BK-R64Y-48,"Road-550-W Yellow, 48",605.6492,1000.4375
10/26/2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
10/26/2016,1,Northwest,United States,North America,TT-R982,Road Tire Tube,1.4923,3.99
10/26/2016,1,Northwest,United States,North America,TT-T092,Touring Tire Tube,1.8663,4.99
10/26/2016,1,Southwest,United States,North America,SJ-0194-S,"Short-Sleeve Classic Jersey, S",41.5723,53.99
10/26/2016,1,Germany,Germany,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
10/26/2016,1,Australia,Australia,Pacific,TI-T723,Touring Tire,10.8423,28.99
10/27/2016,1,Canada,Canada,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
10/27/2016,1,Australia,Australia,Pacific,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
10/28/2016,1,Southwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
10/28/2016,1,France,France,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
10/28/2016,1,France,France,Europe,CL-9009,Bike Wash - Dissolver,2.9733,7.95
10/28/2016,1,France,France,Europe,BK-T44U-46,"Touring-2000 Blue, 46",755.1508,1214.85
10/28/2016,1,Australia,Australia,Pacific,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
10/28/2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10/28/2016,1,United Kingdom,United Kingdom,Europe,VE-C304-S,"Classic Vest, S",23.749,63.5
10/29/2016,1,Southwest,United States,North America,BK-R79Y-42,"Road-350-W Yellow, 42",1082.51,1700.99
10/29/2016,1,Canada,Canada,North America,TI-T723,Touring Tire,10.8423,28.99
10/29/2016,1,Germany,Germany,Europe,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",31.7244,48.0673
10/29/2016,1,Australia,Australia,Pacific,TI-R092,LL Road Tire,8.0373,21.49
10/29/2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
10/30/2016,1,Southwest,United States,North America,TI-M823,HL Mountain Tire,13.09,35
10/30/2016,1,Canada,Canada,North America,SH-W890-M,"Women's Mountain Shorts, M",26.1763,69.99
10/30/2016,1,Australia,Australia,Pacific,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
10/30/2016,1,United Kingdom,United Kingdom,Europe,BK-R89R-58,"Road-250 Red, 58",1320.6838,2181.5625
10/31/2016,1,Northwest,United States,North America,BK-M18B-40,"Mountain-500 Black, 40",294.5797,539.99
10/31/2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
10/31/2016,1,France,France,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
10/31/2016,1,Germany,Germany,Europe,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
10/31/2016,1,Germany,Germany,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
10/31/2016,1,Germany,Germany,Europe,BK-R19B-58,"Road-750 Black, 58",343.6496,539.99
10/31/2016,1,Australia,Australia,Pacific,BK-R19B-44,"Road-750 Black, 44",343.6496,539.99
11-01-2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-01-2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11-01-2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
11-01-2016,1,Canada,Canada,North America,TT-R982,Road Tire Tube,1.4923,3.99
11-02-2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
11-02-2016,1,Canada,Canada,North America,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
11-02-2016,1,France,France,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-02-2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
11-02-2016,1,United Kingdom,United Kingdom,Europe,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,1000.4375
11-03-2016,1,Southwest,United States,North America,SH-W890-S,"Women's Mountain Shorts, S",26.1763,69.99
11-03-2016,1,Southwest,United States,North America,TI-T723,Touring Tire,10.8423,28.99
11-03-2016,1,Germany,Germany,Europe,BK-R89B-48,"Road-250 Black, 48",1320.6838,2181.5625
11-03-2016,1,Australia,Australia,Pacific,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
11-04-2016,1,Southwest,United States,North America,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
11-04-2016,1,United Kingdom,United Kingdom,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
11-05-2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11-05-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
11-05-2016,1,United Kingdom,United Kingdom,Europe,TT-R982,Road Tire Tube,1.4923,3.99
11-06-2016,1,Northwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
11-06-2016,2,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-07-2016,1,Northwest,United States,North America,BK-M68S-42,"Mountain-200 Silver, 42",1117.8559,2071.4196
11-07-2016,2,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-07-2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11-07-2016,1,Canada,Canada,North America,TI-R982,HL Road Tire,12.1924,32.6
11-07-2016,1,Germany,Germany,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-07-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-07-2016,1,Australia,Australia,Pacific,TI-M267,LL Mountain Tire,9.3463,24.99
11-07-2016,1,Australia,Australia,Pacific,TI-M823,HL Mountain Tire,13.09,35
11-07-2016,1,Australia,Australia,Pacific,BK-R19B-44,"Road-750 Black, 44",343.6496,539.99
11-08-2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11-08-2016,1,Southwest,United States,North America,VE-C304-M,"Classic Vest, M",23.749,63.5
11-08-2016,1,United Kingdom,United Kingdom,Europe,TI-M602,ML Mountain Tire,11.2163,29.99
11-09-2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11-09-2016,1,France,France,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11-09-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-09-2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-10-2016,1,Northwest,United States,North America,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
11-10-2016,1,Southwest,United States,North America,TT-T092,Touring Tire Tube,1.8663,4.99
11-10-2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
11-10-2016,1,France,France,Europe,BC-R205,Road Bottle Cage,3.3623,8.99
11-10-2016,1,United Kingdom,United Kingdom,Europe,FE-6654,Fender Set - Mountain,8.2205,21.98
11-11-2016,1,Northwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11-12-2016,1,Southwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
11-12-2016,1,Canada,Canada,North America,BK-R19B-52,"Road-750 Black, 52",343.6496,539.99
11-12-2016,1,Germany,Germany,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11-12-2016,1,Australia,Australia,Pacific,TI-M267,LL Mountain Tire,9.3463,24.99
11-12-2016,1,United Kingdom,United Kingdom,Europe,TI-T723,Touring Tire,10.8423,28.99
11/13/2016,1,Northwest,United States,North America,BC-R205,Road Bottle Cage,3.3623,8.99
11/13/2016,1,Northwest,United States,North America,BK-T79Y-50,"Touring-1000 Yellow, 50",1481.9379,2384.07
11/13/2016,1,Australia,Australia,Pacific,BK-R89B-48,"Road-250 Black, 48",1320.6838,2181.5625
11/14/2016,1,Northwest,United States,North America,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
11/14/2016,1,Northwest,United States,North America,BK-M38S-42,"Mountain-400-W Silver, 42",419.7784,769.49
11/14/2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11/14/2016,1,France,France,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
11/14/2016,1,France,France,Europe,TI-R092,LL Road Tire,8.0373,21.49
11/14/2016,1,Australia,Australia,Pacific,TI-M823,HL Mountain Tire,13.09,35
11/14/2016,1,Australia,Australia,Pacific,BK-M18S-42,"Mountain-500 Silver, 42",308.2179,564.99
11/14/2016,1,United Kingdom,United Kingdom,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
11/14/2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11/15/2016,1,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
11/15/2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11/15/2016,1,Southwest,United States,North America,BK-T44U-60,"Touring-2000 Blue, 60",755.1508,1214.85
11/16/2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
11/16/2016,1,Southwest,United States,North America,TI-R092,LL Road Tire,8.0373,21.49
11/17/2016,1,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
11/17/2016,1,Canada,Canada,North America,BK-R19B-48,"Road-750 Black, 48",343.6496,539.99
11/17/2016,1,Germany,Germany,Europe,BK-R19B-58,"Road-750 Black, 58",343.6496,539.99
11/17/2016,1,Australia,Australia,Pacific,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
11/17/2016,1,United Kingdom,United Kingdom,Europe,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,1000.4375
11/18/2016,1,Northwest,United States,North America,BC-R205,Road Bottle Cage,3.3623,8.99
11/18/2016,1,Canada,Canada,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
11/18/2016,1,France,France,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11/18/2016,1,France,France,Europe,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
11/18/2016,1,Germany,Germany,Europe,TI-T723,Touring Tire,10.8423,28.99
11/18/2016,1,Australia,Australia,Pacific,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11/18/2016,1,United Kingdom,United Kingdom,Europe,TT-R982,Road Tire Tube,1.4923,3.99
11/18/2016,1,United Kingdom,United Kingdom,Europe,BK-R79Y-48,"Road-350-W Yellow, 48",1082.51,1700.99
11/18/2016,1,United Kingdom,United Kingdom,Europe,BK-R19B-58,"Road-750 Black, 58",343.6496,539.99
11/19/2016,1,Southwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11/19/2016,1,Southwest,United States,North America,BK-R89B-52,"Road-250 Black, 52",1320.6838,2181.5625
11/19/2016,1,Southwest,United States,North America,ST-1401,All-Purpose Bike Stand,59.466,159
11/19/2016,1,Southwest,United States,North America,TI-T723,Touring Tire,10.8423,28.99
11/19/2016,1,Canada,Canada,North America,BK-R19B-58,"Road-750 Black, 58",343.6496,539.99
11/19/2016,1,Germany,Germany,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
11/19/2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
11/19/2016,1,Australia,Australia,Pacific,BK-R79Y-44,"Road-350-W Yellow, 44",1082.51,1700.99
11/20/2016,1,Southwest,United States,North America,SO-R809-M,"Racing Socks, M",3.3623,8.99
11/20/2016,1,Canada,Canada,North America,GL-H102-S,"Half-Finger Gloves, S",9.7136,23.5481
11/20/2016,1,Canada,Canada,North America,TI-R092,LL Road Tire,8.0373,21.49
11/20/2016,1,Germany,Germany,Europe,TT-R982,Road Tire Tube,1.4923,3.99
11/20/2016,1,Australia,Australia,Pacific,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
11/21/2016,1,Northwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11/21/2016,1,Northwest,United States,North America,LJ-0192-S,"Long-Sleeve Logo Jersey, S",31.7244,48.0673
11/21/2016,1,Southwest,United States,North America,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
11/21/2016,1,Southwest,United States,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
11/22/2016,1,Southwest,United States,North America,BK-M68S-46,"Mountain-200 Silver, 46",1117.8559,2071.4196
11/22/2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
11/22/2016,1,Canada,Canada,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11/22/2016,1,Australia,Australia,Pacific,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
11/22/2016,1,United Kingdom,United Kingdom,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
11/23/2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
11/23/2016,1,Northwest,United States,North America,BC-R205,Road Bottle Cage,3.3623,8.99
11/23/2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
11/23/2016,1,Southwest,United States,North America,SH-W890-L,"Women's Mountain Shorts, L",26.1763,69.99
11/23/2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
11/24/2016,1,Northwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
11/24/2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
11/24/2016,1,Australia,Australia,Pacific,TI-M602,ML Mountain Tire,11.2163,29.99
11/24/2016,1,United Kingdom,United Kingdom,Europe,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
11/24/2016,1,United Kingdom,United Kingdom,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
11/25/2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
11/25/2016,1,Canada,Canada,North America,CL-9009,Bike Wash - Dissolver,2.9733,7.95
11/25/2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
11/26/2016,1,Southwest,United States,North America,TT-R982,Road Tire Tube,1.4923,3.99
11/26/2016,1,France,France,Europe,BC-R205,Road Bottle Cage,3.3623,8.99
11/26/2016,1,Germany,Germany,Europe,CL-9009,Bike Wash - Dissolver,2.9733,7.95
11/27/2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
11/27/2016,1,Australia,Australia,Pacific,GL-H102-S,"Half-Finger Gloves, S",9.7136,23.5481
11/28/2016,1,Northwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
11/28/2016,1,Northwest,United States,North America,RA-H123,Hitch Rack - 4-Bike,44.88,120
11/28/2016,1,Northwest,United States,North America,TT-T092,Touring Tire Tube,1.8663,4.99
11/28/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11/28/2016,1,Australia,Australia,Pacific,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
11/28/2016,1,Australia,Australia,Pacific,BK-M38S-42,"Mountain-400-W Silver, 42",419.7784,769.49
11/28/2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11/28/2016,1,United Kingdom,United Kingdom,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
11/29/2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
11/29/2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
11/29/2016,1,United Kingdom,United Kingdom,Europe,BC-R205,Road Bottle Cage,3.3623,8.99
11/30/2016,1,Northwest,United States,North America,SH-W890-L,"Women's Mountain Shorts, L",26.1763,69.99
11/30/2016,1,Southwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
11/30/2016,1,Southwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
11/30/2016,1,France,France,Europe,SH-W890-L,"Women's Mountain Shorts, L",26.1763,69.99
11/30/2016,1,Australia,Australia,Pacific,BK-R19B-52,"Road-750 Black, 52",343.6496,539.99
12-01-2016,1,Northwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
12-01-2016,1,Canada,Canada,North America,TI-M267,LL Mountain Tire,9.3463,24.99
12-01-2016,1,France,France,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
12-01-2016,1,France,France,Europe,BK-T18U-50,"Touring-3000 Blue, 50",461.4448,742.35
12-01-2016,1,Germany,Germany,Europe,CA-1098,AWC Logo Cap,5.7052,8.6442
12-01-2016,1,Germany,Germany,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
12-01-2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
12-01-2016,1,Australia,Australia,Pacific,TI-R982,HL Road Tire,12.1924,32.6
12-02-2016,1,Canada,Canada,North America,SH-W890-S,"Women's Mountain Shorts, S",26.1763,69.99
12-03-2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
12-03-2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
12-03-2016,1,Canada,Canada,North America,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
12-03-2016,1,Canada,Canada,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
12-03-2016,1,Australia,Australia,Pacific,SJ-0194-S,"Short-Sleeve Classic Jersey, S",41.5723,53.99
12-03-2016,1,United Kingdom,United Kingdom,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
12-04-2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
12-04-2016,1,Northwest,United States,North America,TI-R628,ML Road Tire,9.3463,24.99
12-04-2016,1,Germany,Germany,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
12-04-2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
12-05-2016,1,Southwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
12-05-2016,1,Southwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
12-05-2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
12-05-2016,1,Germany,Germany,Europe,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,1000.4375
12-05-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
12-05-2016,1,United Kingdom,United Kingdom,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
12-05-2016,1,United Kingdom,United Kingdom,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
12-06-2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
12-06-2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
12-06-2016,1,Canada,Canada,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
12-06-2016,1,Germany,Germany,Europe,BK-T79Y-54,"Touring-1000 Yellow, 54",1481.9379,2384.07
12-07-2016,1,Southwest,United States,North America,GL-H102-L,"Half-Finger Gloves, L",9.7136,23.5481
12-07-2016,1,Southwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
12-07-2016,1,Southwest,United States,North America,TI-R982,HL Road Tire,12.1924,32.6
12-07-2016,1,Canada,Canada,North America,SH-W890-S,"Women's Mountain Shorts, S",26.1763,69.99
12-07-2016,1,France,France,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
12-07-2016,1,France,France,Europe,BK-M18S-52,"Mountain-500 Silver, 52",308.2179,564.99
12-07-2016,1,Australia,Australia,Pacific,BK-T79Y-60,"Touring-1000 Yellow, 60",1481.9379,2384.07
12-07-2016,1,United Kingdom,United Kingdom,Europe,BK-M18B-44,"Mountain-500 Black, 44",294.5797,539.99
12-08-2016,1,Southwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
12-08-2016,1,Australia,Australia,Pacific,SJ-0194-L,"Short-Sleeve Classic Jersey, L",41.5723,53.99
12-08-2016,1,Australia,Australia,Pacific,BK-T44U-46,"Touring-2000 Blue, 46",755.1508,1214.85
12-08-2016,1,United Kingdom,United Kingdom,Europe,GL-H102-S,"Half-Finger Gloves, S",9.7136,23.5481
12-09-2016,1,Southwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
12-09-2016,1,Southwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
12-09-2016,1,Southwest,United States,North America,TT-T092,Touring Tire Tube,1.8663,4.99
12-09-2016,1,Southwest,United States,North America,TI-M823,HL Mountain Tire,13.09,35
12-09-2016,1,Canada,Canada,North America,VE-C304-S,"Classic Vest, S",23.749,63.5
12-09-2016,1,Canada,Canada,North America,SH-W890-M,"Women's Mountain Shorts, M",26.1763,69.99
12-09-2016,1,Germany,Germany,Europe,BC-R205,Road Bottle Cage,3.3623,8.99
12-09-2016,1,Australia,Australia,Pacific,BC-R205,Road Bottle Cage,3.3623,8.99
12-09-2016,1,Australia,Australia,Pacific,TT-T092,Touring Tire Tube,1.8663,4.99
12-10-2016,1,France,France,Europe,TI-M823,HL Mountain Tire,13.09,35
12-10-2016,1,Australia,Australia,Pacific,BC-M005,Mountain Bottle Cage,3.7363,9.99
12-11-2016,1,Northwest,United States,North America,BK-R89R-58,"Road-250 Red, 58",1320.6838,2181.5625
12-11-2016,1,Australia,Australia,Pacific,SH-W890-L,"Women's Mountain Shorts, L",26.1763,69.99
12-11-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
12-12-2016,1,Southwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
12-12-2016,1,Canada,Canada,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
